GroupingCategory;CategoryDescriptionNOB;CategoryDescriptionENG;GroupingCode;CodeDescriptionNOB;CodeDescriptionENG
finansinntekt;Næringsspesifikasjon;Income Statement;8074;Gevinst ved realisasjon av aksjer, egenkapitalbevis og fondsandeler;Profits made on the sale of shares, equity certificates and units in funds
finansinntekt;Næringsspesifikasjon;Income Statement;8075;Finansinntekt fra foretak i samme konsern;Financial income from enterprises in the same group
finansinntekt;Næringsspesifikasjon;Income Statement;8079;Annen finansinntekt;Other financial income
finansinntekt;Næringsspesifikasjon;Income Statement;8080;Verdiøkning av finansielle instrumenter vurdert til virkelig verdi;Increase in value of financial instruments carried at fair value
finansinntekt;Næringsspesifikasjon;Income Statement;8090;Inntekt av andre investeringer/utbytte;Income from other investments/dividends
finansinntekt;Næringsspesifikasjon;Income Statement;8091;3 % av netto skattefrie inntekter etter fritaksmetoden og 3 % av utdeling fra selskap med deltakerfastsetting til selskapsdeltaker;3% of net tax-free income in accordance with the exemption method and 3% of dividends to a partner from businesses assessed as partnerships
finanskostnad;Næringsspesifikasjon;Income Statement;8100;Verdireduksjon av finansielle instrumenter vurdert til virkelig verdi;Reduction in value of financial instruments carried at fair value
finanskostnad;Næringsspesifikasjon;Income Statement;8105;Netto negativ resultatandel vedrørende investering i DS, TS og FKV;Net negative share in profits regarding investments in subsidiaries, associated companies and jointly controlled enterprises
finanskostnad;Næringsspesifikasjon;Income Statement;8115;Nedskriving av finansielle eiendeler;Write-down of financial assets
finanskostnad;Næringsspesifikasjon;Income Statement;8120;Kalkulatorisk rente, fjernings- og nedstengningsforpliktelse;Calculated interest, removal and shutdown obligation
finanskostnad;Næringsspesifikasjon;Income Statement;8130;Rentekostnad til foretak i samme konsern;Interest paid to group companies
finanskostnad;Næringsspesifikasjon;Income Statement;8150;Annen rentekostnad;Other interest expenses
finanskostnad;Næringsspesifikasjon;Income Statement;8154;Garantikostnad til foretak i samme konsern;Guarantee costs for companies in the same group
finanskostnad;Næringsspesifikasjon;Income Statement;8159;Annen garantikostnad;Other guarantee costs
finanskostnad;Næringsspesifikasjon;Income Statement;8160;Tap ved kursendring på valuta (disagio);Losses from currency fluctuations
finanskostnad;Næringsspesifikasjon;Income Statement;8174;Tap ved realisasjon av aksjer, egenkapitalbevis og fondsandeler;Losses on the sale of shares, equity certificates and units in funds
finanskostnad;Næringsspesifikasjon;Income Statement;8175;Finanskostnader til foretak i samme konsern;Financial expenses for companies in the same group
finanskostnad;Næringsspesifikasjon;Income Statement;8179;Annen finanskostnad;Other financial costs
skattekostnad;Næringsspesifikasjon;Income Statement;8300;Betalbar skatt på ordinært resultat;Tax payable on the profit/loss on ordinary activities
skattekostnad;Næringsspesifikasjon;Income Statement;8321;Økning i utsatt skatt/nedgang i utsatt skattefordel på ordinært resultat;Increase in deferred tax/decrease in deferred tax asset on the profit/loss on ordinary activities
skattekostnad;Næringsspesifikasjon;Income Statement;8322;Nedgang i utsatt skatt/økning i utsatt skattefordel på ordinært resultat;Decrease in deferred tax/increase in deferred tax asset on the profit/loss on ordinary activities
skattekostnad;Næringsspesifikasjon;Income Statement;8323;For lite avsatt skatt fra forrige år;Under-allocated tax from last year
skattekostnad;Næringsspesifikasjon;Income Statement;8324;For mye avsatt skatt fra forrige år;Over-allocated tax from last year
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8901.1;Endring i verdireguleringsreserve;Change in revaluation surplus
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8901.2;Aktuariell gevinst og tap på ytelsesplaner;Actuarial profit and loss on benefit schemes
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8901.3;Andre inntekter og kostnader knyttet til foretak;Other income and expenses from associated enterprises
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8901.4;Netto gevinst og tap på egenkapitalinstrumenter;Net profit and loss on equity instruments
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8901.5;Endring i virkelig verdi som skyldes egen kredittrisiko;Change in fair value due to own credit risk
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8902.1;Omregningsdifferanser valuta;Conversion differences currency
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8902.2;Endring i virkelig verdi av sikringsinstrumentet ved kontantstrømsikring;Change in fair value of hedging instrument upon cash flow hedging
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8902.3;Netto gevinst og tap på finansielle eiendeler målt til virkelig verdi;Net profit and loss on financial assets measured at fair value
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8902.4;Netto endring i kostnader ved sikring;Net change in expenses upon hedging
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8909.1;Skatt relatert til poster som ikke skal reklassifiseres;Tax related to items that will not be reclassified
resultatkomponentForIFRSForetak;Næringsspesifikasjon;Income Statement;8909.2;Skatt relatert til poster som kan bli reklassifisert;Tax related to items that may be reclassified
