GroupingCategory;CategoryDescriptionNOB;GroupingCode;CodeDescriptionNOB
KS;Kontoplan_stat;591;Kantinekostnad
KS;Kontoplan_stat;592;Gruppelivsforsikring
KS;Kontoplan_stat;593;Yrkesskadepremie
KS;Kontoplan_stat;594;Reservert
KS;Kontoplan_stat;595;Reservert
KS;Kontoplan_stat;596;Velferdstiltak
KS;Kontoplan_stat;597;Reservert
KS;Kontoplan_stat;598;Reservert
KS;Kontoplan_stat;599;Annen personalkostnad
KS;Kontoplan_stat;600;Avskrivning på immaterielle eiendeler
KS;Kontoplan_stat;601;Avskrivning på bygninger og annen fast eiendom
KS;Kontoplan_stat;602;Avskrivning på bygninger og annen fast eiendom, fortsettelse
KS;Kontoplan_stat;603;Avskrivning på infrastruktureiendeler
KS;Kontoplan_stat;604;Avskrivning på maskiner og transportmidler
KS;Kontoplan_stat;605;Avskrivning på driftsløsøre, inventar, verktøy o.l.
KS;Kontoplan_stat;606;Reservert
KS;Kontoplan_stat;607;Nedskrivning av varige driftsmidler og immaterielle eiendeler 
KS;Kontoplan_stat;608;Reservert
KS;Kontoplan_stat;609;Reservert
KS;Kontoplan_stat;610;Frakt, transport og forsikring ved vareforsendelse
KS;Kontoplan_stat;611;Toll og spedisjon ved vareforsendelse
KS;Kontoplan_stat;612;Reservert
KS;Kontoplan_stat;613;Reservert
KS;Kontoplan_stat;614;Frakt, transport m.m. ved utdeling av driftsmateriell
KS;Kontoplan_stat;615;Reservert
KS;Kontoplan_stat;616;Reservert
KS;Kontoplan_stat;617;Reservert
KS;Kontoplan_stat;618;Reservert (fremtidig eliminering)
KS;Kontoplan_stat;619;Annen frakt- og transportkostnad ved salg
KS;Kontoplan_stat;620;Elektrisitet
KS;Kontoplan_stat;621;Gass
KS;Kontoplan_stat;622;Fyringsolje
KS;Kontoplan_stat;623;Kull, koks
KS;Kontoplan_stat;624;Ved
KS;Kontoplan_stat;625;Bensin, diesel
KS;Kontoplan_stat;626;Vann
KS;Kontoplan_stat;627;Reservert
KS;Kontoplan_stat;628;Reservert
KS;Kontoplan_stat;629;Annet brensel
KS;Kontoplan_stat;630;Leie lokaler
KS;Kontoplan_stat;631;Leie lokaler fra Statsbygg
KS;Kontoplan_stat;632;Renovasjon, vann, avløp o.l.
KS;Kontoplan_stat;633;Reservert
KS;Kontoplan_stat;634;Lys, varme
KS;Kontoplan_stat;635;Reservert
KS;Kontoplan_stat;636;Renhold, vakthold, vaktmestertjenester
KS;Kontoplan_stat;637;Reservert
KS;Kontoplan_stat;638;Reservert (fremtidig eliminering)
KS;Kontoplan_stat;639;Annen kostnad lokaler
KS;Kontoplan_stat;640;Leie maskiner
KS;Kontoplan_stat;641;Leie inventar
KS;Kontoplan_stat;642;Leie av datasystemer (årlige lisenser m.m.)
KS;Kontoplan_stat;643;Leie av datamaskiner
KS;Kontoplan_stat;644;Leie av andre kontormaskiner
KS;Kontoplan_stat;645;Leie av biler
KS;Kontoplan_stat;646;Leie av andre transportmidler
KS;Kontoplan_stat;647;Reservert
KS;Kontoplan_stat;648;Reservert (fremtidig eliminering)
KS;Kontoplan_stat;649;Annen leiekostnad
KS;Kontoplan_stat;650;Maskiner
KS;Kontoplan_stat;651;Verktøy og lignende
KS;Kontoplan_stat;652;Programvare (anskaffelse)
KS;Kontoplan_stat;653;Reservert
KS;Kontoplan_stat;654;Inventar
KS;Kontoplan_stat;655;Datamaskiner (PCer, servere m.m.)
KS;Kontoplan_stat;656;Andre kontormaskiner
KS;Kontoplan_stat;657;Arbeidsklær og verneutstyr
KS;Kontoplan_stat;658;Annet driftsmateriale
KS;Kontoplan_stat;659;Annet driftsmateriale, fortsettelse
KS;Kontoplan_stat;660;Reparasjon og vedlikehold egne bygninger
KS;Kontoplan_stat;661;Reparasjon og vedlikehold egne bygninger, fortsettelse
KS;Kontoplan_stat;662;Reparasjon og vedlikehold egne bygninger, fortsettelse
KS;Kontoplan_stat;663;Reparasjon og vedlikehold leide lokaler
KS;Kontoplan_stat;664;Reparasjon og vedlikehold infrastruktureiendeler
KS;Kontoplan_stat;665;Reparasjon og vedlikehold infrastruktureiendeler, fortsettelse
KS;Kontoplan_stat;666;Reparasjon og vedlikehold maskiner og anlegg
KS;Kontoplan_stat;667;Reparasjon og vedlikehold maskiner og anlegg, fortsettelse
KS;Kontoplan_stat;668;Reparasjon og vedlikehold skip, rigger, fly
KS;Kontoplan_stat;669;Reparasjon og vedlikehold annet
KS;Kontoplan_stat;670;Konsulenttjenester innen økonomi, revisjon og juss 
KS;Kontoplan_stat;671;Konsulenttjenester til utvikling av programvare, IKT-løsninger mv.
KS;Kontoplan_stat;672;Konsulenttjenester til organisasjonsutvikling, kommunikasjonsrådgivning mv.
KS;Kontoplan_stat;673;Andre konsulenttjenester 
KS;Kontoplan_stat;674;Innleie av vikarer
KS;Kontoplan_stat;675;Kjøp av tjenester til løpende driftsoppgaver, IKT 
KS;Kontoplan_stat;676;Kjøp av lønns- og regnskapstjenester 
KS;Kontoplan_stat;677;Reservert (fremtidig eliminering)
KS;Kontoplan_stat;678;Kjøp av andre fremmede tjenester
KS;Kontoplan_stat;679;Kjøp av andre fremmede tjenester, fortsettelse
KS;Kontoplan_stat;680;Kontorrekvisita
KS;Kontoplan_stat;681;Reservert
KS;Kontoplan_stat;682;Trykksak
KS;Kontoplan_stat;683;Annonser, kunngjøringer
KS;Kontoplan_stat;684;Aviser, tidsskrifter, bøker o.l.
KS;Kontoplan_stat;685;Aviser, tidsskrifter, bøker o.l. i bibliotek
KS;Kontoplan_stat;686;Møter
KS;Kontoplan_stat;687;Kurs og seminarer for egne ansatte
KS;Kontoplan_stat;688;Kurs og seminarer for eksterne deltakere
KS;Kontoplan_stat;689;Annen kontorkostnad
KS;Kontoplan_stat;690;Telefoni og datakommunikasjon, samband, internett
KS;Kontoplan_stat;691;Reservert
KS;Kontoplan_stat;692;Reservert
KS;Kontoplan_stat;693;Reservert
KS;Kontoplan_stat;694;Porto
KS;Kontoplan_stat;695;Reservert
KS;Kontoplan_stat;696;Reservert
KS;Kontoplan_stat;697;Reservert
KS;Kontoplan_stat;698;Reservert
KS;Kontoplan_stat;699;Reservert
KS;Kontoplan_stat;700;Drivstoff
KS;Kontoplan_stat;701;Reservert
KS;Kontoplan_stat;702;Vedlikehold
KS;Kontoplan_stat;703;Reservert
KS;Kontoplan_stat;704;Forsikring
KS;Kontoplan_stat;705;Reservert
KS;Kontoplan_stat;706;Reservert
KS;Kontoplan_stat;707;Reservert
KS;Kontoplan_stat;708;Reservert
KS;Kontoplan_stat;709;Annen kostnad transportmidler
KS;Kontoplan_stat;710;Bilgodtgjørelse
KS;Kontoplan_stat;711;Reservert
KS;Kontoplan_stat;712;Reservert
KS;Kontoplan_stat;713;Reisekostnad
KS;Kontoplan_stat;714;Reisekostnad, fortsettelse
KS;Kontoplan_stat;715;Diettkostnad
KS;Kontoplan_stat;716;Diettkostnad, fortsettelse
KS;Kontoplan_stat;717;Reservert
KS;Kontoplan_stat;718;Reservert
KS;Kontoplan_stat;719;Annen kostnadsgodtgjørelse
KS;Kontoplan_stat;730;Salgskostnad
KS;Kontoplan_stat;731;Reservert
KS;Kontoplan_stat;732;Reklamekostnad
KS;Kontoplan_stat;733;Reservert
KS;Kontoplan_stat;734;Reservert
KS;Kontoplan_stat;735;Representasjon
KS;Kontoplan_stat;736;Reservert
KS;Kontoplan_stat;737;Reservert
KS;Kontoplan_stat;738;Reservert
KS;Kontoplan_stat;739;Reservert
KS;Kontoplan_stat;740;Kontingent
KS;Kontoplan_stat;741;Gave
KS;Kontoplan_stat;742;Reservert
KS;Kontoplan_stat;743;Reservert
KS;Kontoplan_stat;744;Reservert
KS;Kontoplan_stat;745;Reservert
KS;Kontoplan_stat;746;Reservert
KS;Kontoplan_stat;747;Reservert
KS;Kontoplan_stat;748;Reservert
KS;Kontoplan_stat;749;Reservert
KS;Kontoplan_stat;750;Forsikringspremie
KS;Kontoplan_stat;751;Reservert
KS;Kontoplan_stat;752;Reservert
KS;Kontoplan_stat;753;Reservert
KS;Kontoplan_stat;754;Reservert
KS;Kontoplan_stat;755;Garantikostnad
KS;Kontoplan_stat;756;Servicekostnad
KS;Kontoplan_stat;757;Reservert
KS;Kontoplan_stat;758;Reservert
KS;Kontoplan_stat;759;Reservert
KS;Kontoplan_stat;760;Lisensavgift og royalties (ikke programvarelisenser, jf. 642)
KS;Kontoplan_stat;761;Patentkostnad ved egen patent
KS;Kontoplan_stat;762;Kostnad ved varemerke og lignende
KS;Kontoplan_stat;763;Kontroll-, prøve- og stempelavgift
KS;Kontoplan_stat;764;Reservert
KS;Kontoplan_stat;765;Reservert
KS;Kontoplan_stat;766;Reservert
KS;Kontoplan_stat;767;Reservert
KS;Kontoplan_stat;768;Reservert
KS;Kontoplan_stat;769;Reservert
KS;Kontoplan_stat;770;Spesielle driftskostnader etter avtale med Finansdepartementet
KS;Kontoplan_stat;771;Styremøter
KS;Kontoplan_stat;772;Generalforsamling
KS;Kontoplan_stat;773;Reservert
KS;Kontoplan_stat;774;Reservert
KS;Kontoplan_stat;775;Eiendoms- og festeavgift
KS;Kontoplan_stat;776;Reservert
KS;Kontoplan_stat;777;Bank- og kortgebyr
KS;Kontoplan_stat;778;Reservert (fremtidig eliminering)
KS;Kontoplan_stat;779;Annen kostnad
KS;Kontoplan_stat;780;Tap ved avgang av anleggsmidler
KS;Kontoplan_stat;781;Reservert
KS;Kontoplan_stat;782;Innkommet på tidligere nedskrevne fordringer
KS;Kontoplan_stat;783;Konstaterte tap på fordringer
KS;Kontoplan_stat;784;Avsetning tap på fordringer
KS;Kontoplan_stat;785;Reservert
KS;Kontoplan_stat;786;Tap på kontrakter
KS;Kontoplan_stat;787;Erstatninger
KS;Kontoplan_stat;788;Reservert
KS;Kontoplan_stat;789;Reservert
KS;Kontoplan_stat;800;Inntekter fra eierandeler i selskap m.m.
KS;Kontoplan_stat;801;Reservert
KS;Kontoplan_stat;802;Salgssum ved realisasjon av verdipapirer (bruttobudsjetterte virksomheter)
KS;Kontoplan_stat;803;Reservert
KS;Kontoplan_stat;804;Reservert
KS;Kontoplan_stat;805;Renteinntekt
KS;Kontoplan_stat;806;Valutagevinst (agio)
KS;Kontoplan_stat;807;Renteinntekt av mellomværende med statskassen (motpost 1977) (forvaltningsbedrifter)
KS;Kontoplan_stat;808;Reservert
KS;Kontoplan_stat;809;Annen finansinntekt
KS;Kontoplan_stat;810;Reservert
KS;Kontoplan_stat;811;Reservert
KS;Kontoplan_stat;812;Nedskrivning av finansielle anleggsmidler
KS;Kontoplan_stat;813;Reservert
KS;Kontoplan_stat;814;Reservert
KS;Kontoplan_stat;815;Rentekostnad
KS;Kontoplan_stat;816;Valutatap (disagio)
KS;Kontoplan_stat;817;Rentekostnad av mellomværende med statskassen (motpost 1977) (forvaltningsbedrifter)
KS;Kontoplan_stat;818;Rentekostnad av statens faste kapital (motpost 1976) (forvaltningsbedrifter)
KS;Kontoplan_stat;819;Annen finanskostnad
KS;Kontoplan_stat;820;Reservert
KS;Kontoplan_stat;821;Tilbakeføring fra statlige fond
KS;Kontoplan_stat;822;Overføringer fra departementer (kun til bruk for fond)
KS;Kontoplan_stat;823;Overføringer fra forvaltningsorganer med særskilte fullmakter
KS;Kontoplan_stat;824;Reservert
KS;Kontoplan_stat;825;Overføringer fra andre statlige regnskaper
KS;Kontoplan_stat;826;Reservert
KS;Kontoplan_stat;827;Andre overføringer etter avtale med DFØ
KS;Kontoplan_stat;828;Reservert
KS;Kontoplan_stat;829;Avregning kontogruppe 82, føres mot 1997
KS;Kontoplan_stat;830;Overføringer fra kommuner
KS;Kontoplan_stat;831;Overføringer fra fylkeskommuner
KS;Kontoplan_stat;832;Reservert
KS;Kontoplan_stat;833;Reservert
KS;Kontoplan_stat;834;Reservert
KS;Kontoplan_stat;835;Reservert
KS;Kontoplan_stat;836;Reservert
KS;Kontoplan_stat;837;Reservert
KS;Kontoplan_stat;838;Reservert
KS;Kontoplan_stat;839;Avregning kontogruppe 83, føres mot 1997
KS;Kontoplan_stat;840;Skatter
KS;Kontoplan_stat;841;Trygder og pensjonspremier
KS;Kontoplan_stat;842;Avgifter
KS;Kontoplan_stat;843;Reservert
KS;Kontoplan_stat;844;Gebyrer som ikke inngår som driftsinntekt
KS;Kontoplan_stat;845;Renteinntekt til statskassen
KS;Kontoplan_stat;846;Utbytte
KS;Kontoplan_stat;847;Bøter og inndragninger
KS;Kontoplan_stat;848;Tilfeldige og andre inntekter
KS;Kontoplan_stat;849;Avregning kontogruppe 84, føres mot 1997
KS;Kontoplan_stat;850;Reservert
KS;Kontoplan_stat;851;Overføringer til statlige fond
KS;Kontoplan_stat;852;Reservert
KS;Kontoplan_stat;853;Overføringer til forvaltningsorganer med særskilte fullmakter
KS;Kontoplan_stat;854;Reservert
KS;Kontoplan_stat;855;Overføringer til andre statlige regnskaper
KS;Kontoplan_stat;856;Reservert
KS;Kontoplan_stat;857;Rentekostnad for statskassen
KS;Kontoplan_stat;858;Reservert
KS;Kontoplan_stat;859;Avregning kontogruppe 85, føres mot 1998
KS;Kontoplan_stat;870;Tilskudd til kommuner
KS;Kontoplan_stat;871;Tilskudd til fylkeskommuner
KS;Kontoplan_stat;872;Tilskudd til ikke-finansielle foretak
KS;Kontoplan_stat;873;Tilskudd til finansielle foretak
KS;Kontoplan_stat;874;Tilskudd til husholdninger
KS;Kontoplan_stat;875;Reservert
KS;Kontoplan_stat;876;Tilskudd til ideelle organisasjoner
KS;Kontoplan_stat;877;Tilskudd til statsforvaltningen
KS;Kontoplan_stat;878;Tilskudd til utlandet
KS;Kontoplan_stat;879;Avregning kontogruppe 87, føres mot 1998
KS;Kontoplan_stat;880;Disponering (periodens resultat)
KS;Kontoplan_stat;881;Reservert
KS;Kontoplan_stat;882;Disponering fond - til/fra opptjent fondskapital
KS;Kontoplan_stat;883;Reservert
KS;Kontoplan_stat;884;Reservert
KS;Kontoplan_stat;885;Avsetning til investeringsformål (forvaltningsbedrifter)
KS;Kontoplan_stat;886;Til/fra reguleringsfond (forvaltningsbedrifter)
KS;Kontoplan_stat;887;Disponering øvrig resultat forvaltningsbedrift
KS;Kontoplan_stat;888;Reservert
KS;Kontoplan_stat;889;Reservert
KS;Kontoplan_stat;890;Avregning bevilgningsfinansiert virksomhet (nettobudsjetterte virksomheter)
KS;Kontoplan_stat;891;Reservert (nettobudsjetterte virksomheter)
KS;Kontoplan_stat;892;Reservert (nettobudsjetterte virksomheter)
KS;Kontoplan_stat;893;Reservert (nettobudsjetterte virksomheter)
KS;Kontoplan_stat;894;Reservert (nettobudsjetterte virksomheter)
KS;Kontoplan_stat;895;Avregning med statskassen (bruttobudsjetterte virksomheter)
KS;Kontoplan_stat;896;Reservert (bruttobudsjetterte virksomheter)
KS;Kontoplan_stat;897;Driftsresultat post 24 - Kontant til statskassen
KS;Kontoplan_stat;898;Reservert (bruttobudsjetterte virksomheter)
KS;Kontoplan_stat;899;Reservert (bruttobudsjetterte virksomheter)
